Title;AuthorID;PushIsherID;Pages;Dimension;Translator;Overview;InventoryQuantity;SalePrice;PublishedDate;isHidden
The Way Station (2019);Stephen King;Simon and Schuster;132;23.63x13.09x1.98 cm;;Enter once more the world of Roland Deschain—and the world of the Dark Tower—presented in a stunning graphic novel form unlocking the doorways to terrifying secrets and bold storytelling as part of the dark fantasy masterwork and magnum opus from #1 New York Times bestselling author Stephen King. “The man in black fled across the desert, and the gunslinger followed.” With these unforgettable words, millions of readers were introduced to Stephen King’s iconic character Roland Deschain of Gilead. Roland is the last of his kind, a “gunslinger” charged with protecting whatever goodness and light remains in his world—a world that “moved on,” as they say. In this desolate reality—a dangerous land filled with ancient technology and deadly magic, and yet one that mirrors our own in frightening ways—Roland is on a spellbinding and soul-shattering quest to locate and somehow save the mystical nexus of all worlds, all universes: the Dark Tower. Now, in the graphic novel series adaptation Stephen King's The Dark Tower: The Gunslinger, originally published by Marvel Comics in single-issue form and creatively overseen by Stephen King himself, the full story of Roland’s troubled past and ongoing saga is revealed. Sumptuously drawn by Richard Isanove, Sean Phillips, Luke Ross, Michael Lark, and Laurence Campbell, plotted by longtime Stephen King expert Robin Furth, and scripted by New York Times bestselling author Peter David, The Gunslinger adaptation is an extraordinary and terrifying journey—ultimately serving as the perfect introduction for new readers to Stephen King’s modern literary classic The Dark Tower, while giving longtime fans thrilling adventures transformed from his blockbuster novels. Roland has barely escaped the frightening and deadly trap set for him by the elusive Man in Black in the sleepy little town of Tull—a place centered in the apotheosis of all deserts, and where the sinister sorcerer’s power had taken hold. Leaving death and despair in his wake, Roland soon arrives at a mysterious way station…and meets a young boy, Jake Chambers, who has seemingly appeared out of nowhere from another place and time. But who is this sophisticated child, and what is his connection to Roland’s quest and the Man in Black himself?;44;7.74;2007-05-19;false
Stuck with You (2022);Ali Hazelwood;Penguin Random House;122;23.48x13.90x1.82 cm;;From the New York Times bestselling author of The Love Hypothesis comes a new steamy, STEMinist novella… Nothing like a little rivalry between scientists to take love to the next level. Mara, Sadie, and Hannah are friends first, scientists always. Though their fields of study might take them to different corners of the world, they can all agree on this universal truth: when it comes to love and science, opposites attract and rivals make you burn… Logically, Sadie knows that civil engineers are supposed to build bridges. However, as a woman of STEM she also understands that variables can change, and when you are stuck for hours in a tiny New York elevator with the man who broke your heart, you earn the right to burn that brawny, blond bridge to the ground. Erik can apologize all he wants, but to quote her rebel leader—she’d just as soon kiss a Wookiee. Not even the most sophisticated of Sadie’s superstitious rituals could have predicted such a disastrous reunion. But while she refuses to acknowledge the siren call of Erik’s steely forearms or the way his voice softens when he offers her his sweater, Sadie can’t help but wonder if there might be more layers to her cold-hearted nemesis than meet the eye. Maybe, possibly, even burned bridges can still be crossed…. To read Mara and Hannah’s stories look for the novellas Under One Roof, available now, and Below Zero, coming soon from Berkley!;10;7.1;2007-06-22;false
The Long Valley (2022);John Steinbeck;Wildside Press LLC;298;23.23x14.91x2.16 cm;;This collection of 12 classic short stories serves as a perfect introduction to John Steinbeck's work. Set in the Salinas Valley in California, where everyday people farm the land and strive to better themselves, these stories turn on many key themes that Steinbeck explored throughout his career: Included are such classics as The Red Pony, The Murderer, and The Chrysanthemums.;23;11.2;2007-06-22;false
Chainsaw Man, Vol. 11 - Go Get 'Em, Chainsaw Man (2022);Tatsuki Fujimoto;VIZ Media LLC;193;22.23x15.17x1.78 cm;Amanda Haley;Chainsaw Man has escaped Makima’s attempts to control him so far, but she now reveals the full extent of her plans. Denji will need the help of his remaining friends if he is to have any chance of defeating Makima in their final confrontation! -- VIZ Media;24;9.49;2007-06-22;false
Chainsaw Man, Vol. 11 (2022);Tatsuki Fujimoto;VIZ Media LLC;192;23.12x16.33x1.50 cm;Amanda Haley;Broke young man + chainsaw dog demon = Chainsaw Man! Denji was a small-time devil hunter just trying to survive a harsh world. After being killed on a job, Denji is revived by his pet devil-dog Pochita and becomes something new and dangerous—Chainsaw Man! Chainsaw Man has escaped Makima’s attempts to control him so far, but she now reveals the full extent of her plans. Denji will need the help of his remaining friends if he is to have any chance of topping Makima in their final confrontation!;44;11.03;2007-06-22;false
One Piece, Vol. 87 - Bittersweet (2018);Eiichiro Oda;VIZ Media LLC;200;24.82x14.97x2.05 cm;;The plan to assassinate Big Mom fails in the most spectacular way! And now Luffy and his co-conspirators are in a major bind. Big Mom is furious and her fearsome pirate crew is out for blood. Can the Straw Hats find a way to escape to safety?! -- VIZ Media;9;10.84;2007-08-18;false
One Piece Box Set 4: Dressrosa to Reverie - Volumes 71-90 with Premium (2021);Eiichiro Oda;VIZ Media LLC;4328;24.78x14.85x1.64 cm;;"Join the adventures—and misadventures—of Monkey D. Luffy and his swashbuckling crew in their search for the “One Piece,” the greatest treasure in the world. As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber…at the cost of never being able to swim again! Years, later, Luffy sets off in search of the ""One Piece,"" said to be the greatest treasure in the world... The fourth One Piece Box Set contains volumes 71–90, which make up the Dressrosa, Zou, Whole Cake Island and Reverie arcs. Along with these thrilling, action-packed stories, the box set also includes an exclusive premium booklet and double-sided color poster.";7;7.25;2007-09-21;false
The War Of The Ring - The History of the Lord of the Rings, Part Three (2021);J. R. R. Tolkien;HarperCollins;414;23.10x15.37x1.71 cm;;The third part of The History of The Lord of the Rings, J.R.R. Tolkien's The War Of The Ring is an enthralling account of the writing of the Book of the Century, which contains many additional scenes and includes the unpublished Epilogue in its entirety. The War of the Ring takes up the story of The Lord of the Rings with the Battle of Helm’s Deep and the drowning of Isengard by the Ents, continues with the journey of Frodo, Sam and Gollum to the Pass of Cirith Ungol, describes the war in Gondor, and ends with the parley between Gandalf and the ambassador of the Dark Lord before the Black Gate of Mordor. The book is illustrated with plans and drawings of the changing conceptions of Orthanc, Dunharrow, Minas Tirith and the tunnels of Shelob’s Lair.;18;10.61;2007-09-21;false
One Piece, Vol. 84 - Luffy vs. Sanji (2017);Eiichiro Oda;VIZ Media LLC;187;24.04x15.16x1.77 cm;;Thanks to some dirty tricks, the Vinsmokes have Sanji trapped. Will he really be doomed to his fate as a pawn in a political marriage?! Meanwhile, what will happen to Luffy and the gang as they fight against some of Big Mom's strongest officers? -- VIZ Media;15;9.42;2007-11-17;false
Harry Potter and the Order of the Phoenix: The Illustrated Edition (Collector's Edition) (Harry Potter, Book 5) (Illustrated Edition) (2022);J. K. Rowling;Scholastic Inc.;576;23.51x15.12x1.14 cm;;"The fifth book in the beloved, bestselling Harry Potter series, now illustrated in brilliant full color in a deluxe, clothbound collector's edition. There is a door at the end of a silent corridor. And it's haunting Harry Potter's dreams. Why else would he be waking in the middle of the night, screaming in terror? It's not just the upcoming O.W.L. exams; a new teacher with a personality like poisoned honey; a venomous, disgruntled house-elf; or even the growing threat of He-Who-Must-Not-Be-Named. Now Harry Potter is faced with the unreliability of the very government of the magical world and the impotence of the authorities at Hogwarts. Despite this (or perhaps because of it), he finds depth and strength in his friends, beyond what even he knew; boundless loyalty; and unbearable sacrifice. This stunning illustrated edition brings together the talents of award-winning artists Jim Kay and Neil Packer in a visual feast, featuring iconic scenes and much loved characters -- Tonks, Luna Lovegood, and many more -- as the Order of the Phoenix keeps watch over Harry Potter's fifth year at Hogwarts. Special features of this deluxe collector's edition include a generously oversized clothbound book in a slipcase with intricate gold foil stamping; high quality paper with gilt edges; two ribbon bookmarks; a special art print; and a bespoke packing carton -- an impressive gift for Harry Potter fans and book lovers of all ages.";20;11.13;2007-11-22;false
Check & Mate (2023);Ali Hazelwood;Penguin Random House;369;22.69x13.94x2.22 cm;;"In this clever and swoonworthy YA debut from the New York Times bestselling author of The Love Hypothesis, life’s moving pieces bring rival chess players together in a match for the heart. Mallory Greenleaf is done with chess. Every move counts nowadays; after the sport led to the destruction of her family four years earlier, Mallory’s focus is on her mom, her sisters, and the dead-end job that keeps the lights on. That is, until she begrudgingly agrees to play in one last charity tournament and inadvertently wipes the board with notorious “Kingkiller” Nolan Sawyer: current world champion and reigning Bad Boy of chess. Nolan’s loss to an unknown rook-ie shocks everyone. What’s even more confusing? His desire to cross pawns again. What kind of gambit is Nolan playing? The smart move would be to walk away. Resign. Game over. But Mallory’s victory opens the door to sorely needed cash-prizes and despite everything, she can’t help feeling drawn to the enigmatic strategist.... As she rockets up the ranks, Mallory struggles to keep her family safely separated from the game that wrecked it in the first place. And as her love for the sport she so desperately wanted to hate begins to rekindle, Mallory quickly realizes that the games aren’t only on the board, the spotlight is brighter than she imagined, and the competition can be fierce (-ly attractive. And intelligent…and infuriating…)";12;7.99;2007-11-23;false
